DATAFLOW,LAST UPDATE,freq,wstatus,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,ES,2017,13.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,ES,2018,12.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,ES,2019,12.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,ES,2020,11.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,ES,2021,12.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,ES,2022,11.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FI,2004,4.4,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FI,2005,3.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FI,2006,4.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FI,2007,5.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FI,2008,5.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FI,2009,3.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FI,2010,3.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FI,2011,3.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FI,2012,3.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FI,2013,3.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FI,2014,3.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FI,2015,3.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FI,2016,3.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FI,2017,2.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FI,2018,3.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FI,2019,2.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FI,2020,3.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FI,2021,2.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FI,2022,2.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FR,2004,5.4,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FR,2005,6.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FR,2006,6.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FR,2007,6.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FR,2008,6.5,b
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FR,2009,6.6,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FR,2010,6.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FR,2011,7.6,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FR,2012,8.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FR,2013,7.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FR,2014,8.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FR,2015,7.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FR,2016,7.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FR,2017,7.3,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FR,2018,7.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FR,2019,7.4,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FR,2020,7.4,b
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FR,2021,6.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,FR,2022,7.5,b
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,HR,2010,6.3,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,HR,2011,6.6,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,HR,2012,6.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,HR,2013,6.2,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,HR,2014,5.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,HR,2015,5.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,HR,2016,5.6,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,HR,2017,5.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,HR,2018,5.2,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,HR,2019,5.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,HR,2020,5.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,HR,2021,4.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,HR,2022,4.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,HU,2005,8.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,HU,2006,6.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,HU,2007,5.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,HU,2008,5.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,HU,2009,6.2,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,HU,2010,5.3,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,HU,2011,6.2,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,HU,2012,5.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,HU,2013,7.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,HU,2014,6.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,HU,2015,9.3,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,HU,2016,9.6,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,HU,2017,10.2,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,HU,2018,8.4,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,HU,2019,8.4,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,HU,2020,7.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,HU,2021,7.6,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,HU,2022,7.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IE,2003,7.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IE,2004,6.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IE,2005,6.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IE,2006,6.2,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IE,2007,5.6,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IE,2008,6.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IE,2009,5.3,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IE,2010,5.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IE,2011,5.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IE,2012,5.4,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IE,2013,5.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IE,2014,5.6,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IE,2015,4.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IE,2016,5.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IE,2017,5.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IE,2018,4.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IE,2019,4.3,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IE,2020,6.0,b
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IE,2021,4.3,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IE,2022,5.3,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IS,2004,6.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IS,2005,7.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IS,2006,6.6,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IS,2007,7.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IS,2008,6.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IS,2009,7.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IS,2010,6.6,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IS,2011,6.4,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IS,2012,5.2,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IS,2013,6.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IS,2014,4.6,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IS,2015,6.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IS,2016,6.4,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IS,2017,7.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IS,2018,7.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IT,2004,8.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IT,2005,8.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IT,2006,9.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IT,2007,9.3,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IT,2008,9.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IT,2009,10.2,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IT,2010,9.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IT,2011,11.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IT,2012,11.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IT,2013,11.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IT,2014,11.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IT,2015,11.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IT,2016,11.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IT,2017,12.2,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IT,2018,12.2,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IT,2019,11.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IT,2020,10.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IT,2021,11.6,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,IT,2022,11.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LT,2005,10.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LT,2006,10.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LT,2007,8.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LT,2008,9.4,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LT,2009,10.3,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LT,2010,12.6,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LT,2011,9.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LT,2012,7.6,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LT,2013,9.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LT,2014,8.3,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LT,2015,9.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LT,2016,8.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LT,2017,8.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LT,2018,8.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LT,2019,7.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LT,2020,8.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LT,2021,7.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LT,2022,7.6,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LU,2003,7.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LU,2004,8.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LU,2005,9.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LU,2006,10.3,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LU,2007,9.3,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LU,2008,9.4,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LU,2009,10.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LU,2010,10.6,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LU,2011,9.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LU,2012,10.2,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LU,2013,11.2,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LU,2014,11.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LU,2015,11.6,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LU,2016,10.9,b
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LU,2017,10.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LU,2018,11.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LU,2019,12.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LU,2020,11.9,b
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LU,2021,13.5,b
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LU,2022,12.9,b
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LV,2005,9.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LV,2006,11.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LV,2007,9.2,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LV,2008,10.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LV,2009,10.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LV,2010,9.4,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LV,2011,9.3,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LV,2012,8.6,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LV,2013,8.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LV,2014,8.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LV,2015,9.2,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LV,2016,8.3,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LV,2017,8.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LV,2018,8.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LV,2019,8.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LV,2020,8.2,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LV,2021,9.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LV,2022,9.2,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,LV,2023,9.2,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,ME,2013,5.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,ME,2014,7.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,ME,2015,7.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,ME,2016,7.6,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,ME,2017,7.6,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,ME,2018,7.3,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,ME,2019,9.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,ME,2020,9.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,ME,2021,6.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,ME,2022,5.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,MK,2011,10.2,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,MK,2012,11.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,MK,2013,11.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,MK,2014,9.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,MK,2015,8.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,MK,2016,9.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,MK,2017,9.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,MK,2018,8.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,MK,2019,8.5,
