DATAFLOW,LAST UPDATE,freq,wstatus,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,MK,2020,7.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,MT,2005,4.3,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,MT,2006,4.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,MT,2007,4.6,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,MT,2008,5.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,MT,2009,5.4,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,MT,2010,5.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,MT,2011,6.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,MT,2012,5.2,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,MT,2013,5.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,MT,2014,5.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,MT,2015,5.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,MT,2016,5.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,MT,2017,5.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,MT,2018,6.4,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,MT,2019,6.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,MT,2020,7.4,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,MT,2021,7.3,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,MT,2022,7.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NL,2005,5.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NL,2006,4.4,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NL,2007,4.6,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NL,2008,4.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NL,2009,5.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NL,2010,5.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NL,2011,5.4,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NL,2012,4.6,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NL,2013,4.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NL,2014,5.3,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NL,2015,5.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NL,2016,5.6,b
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NL,2017,6.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NL,2018,6.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NL,2019,5.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NL,2020,5.6,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NL,2021,5.2,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NL,2022,5.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NO,2003,4.4,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NO,2004,4.4,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NO,2005,4.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NO,2006,6.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NO,2007,5.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NO,2008,5.4,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NO,2009,5.6,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NO,2010,5.2,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NO,2011,5.6,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NO,2012,5.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NO,2013,5.6,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NO,2014,5.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NO,2015,5.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NO,2016,5.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NO,2017,5.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NO,2018,6.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NO,2019,6.3,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NO,2020,5.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NO,2021,5.9,b
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,NO,2022,5.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PL,2005,13.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PL,2006,12.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PL,2007,11.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PL,2008,11.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PL,2009,11.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PL,2010,11.4,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PL,2011,11.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PL,2012,10.4,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PL,2013,10.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PL,2014,10.6,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PL,2015,11.2,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PL,2016,10.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PL,2017,9.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PL,2018,9.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PL,2019,9.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PL,2020,9.6,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PL,2021,8.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PL,2022,9.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PT,2004,12.4,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PT,2005,11.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PT,2006,11.2,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PT,2007,9.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PT,2008,11.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PT,2009,10.3,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PT,2010,9.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PT,2011,10.3,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PT,2012,9.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PT,2013,10.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PT,2014,10.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PT,2015,10.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PT,2016,10.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PT,2017,10.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PT,2018,9.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PT,2019,10.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PT,2020,9.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PT,2021,11.2,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,PT,2022,10.3,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,RO,2007,17.4,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,RO,2008,17.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,RO,2009,17.4,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,RO,2010,17.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,RO,2011,19.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,RO,2012,19.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,RO,2013,18.4,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,RO,2014,19.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,RO,2015,18.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,RO,2016,18.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,RO,2017,17.4,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,RO,2018,15.3,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,RO,2019,15.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,RO,2020,14.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,RO,2021,15.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,RO,2022,14.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,RS,2013,14.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,RS,2014,14.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,RS,2015,13.3,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,RS,2016,11.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,RS,2017,10.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,RS,2018,10.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,RS,2019,9.2,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,RS,2020,7.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,RS,2021,6.4,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,RS,2022,6.2,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SE,2004,6.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SE,2005,5.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SE,2006,7.4,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SE,2007,6.4,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SE,2008,7.4,b
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SE,2009,7.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SE,2010,7.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SE,2011,7.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SE,2012,7.2,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SE,2013,7.6,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SE,2014,7.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SE,2015,8.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SE,2016,6.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SE,2017,6.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SE,2018,7.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SE,2019,7.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SE,2020,7.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SE,2021,6.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SE,2022,7.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SI,2005,4.6,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SI,2006,4.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SI,2007,4.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SI,2008,5.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SI,2009,4.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SI,2010,5.3,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SI,2011,6.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SI,2012,6.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SI,2013,7.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SI,2014,6.4,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SI,2015,6.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SI,2016,6.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SI,2017,6.6,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SI,2018,6.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SI,2019,4.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SI,2020,5.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SI,2021,5.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SI,2022,4.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SK,2005,8.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SK,2006,6.3,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SK,2007,4.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SK,2008,5.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SK,2009,5.2,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SK,2010,5.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SK,2011,6.3,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SK,2012,6.2,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SK,2013,5.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SK,2014,5.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SK,2015,6.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SK,2016,6.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SK,2017,6.3,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SK,2018,6.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SK,2019,4.4,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SK,2020,5.2,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SK,2021,6.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,SK,2022,7.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,TR,2006,18.2,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,TR,2007,17.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,TR,2008,18.4,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,TR,2009,18.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,TR,2010,18.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,TR,2011,16.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,TR,2012,15.3,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,TR,2013,14.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,TR,2014,14.4,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,TR,2015,13.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,TR,2016,13.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,TR,2017,12.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,TR,2018,13.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,TR,2019,13.2,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,TR,2020,12.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,TR,2021,12.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,UK,2005,8.2,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,UK,2006,7.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,UK,2007,8.0,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,UK,2008,8.5,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,UK,2009,6.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,UK,2010,6.8,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,UK,2011,7.9,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,UK,2012,9.0,b
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,UK,2013,8.4,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,UK,2014,8.7,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,UK,2015,8.1,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,UK,2016,8.6,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,UK,2017,8.9,b
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,UK,2018,10.3,
ESTAT:SDG_01_41(1.0),02/02/24 23:00:00,A,EMP,T,Y_GE18,PC,XK,2018,7.2,
